Setup_TWO_SIDES,Movement_MOVE_EXACTLY_2,Movement_LEAPFROG,Movement_MOVE_1,Movement_MOVE_2,Push_PUSH_1,PushOut_OUT_IS_GONE,PushOut_CENTER_IF_FREE,PushOut_CENTER_REPLACE,PushRequirement_EQUAL,PushRequirement_MORE,PushRequirement_FEWER_OR_EQUAL,PushRequirement_FEWER_OR_MORE,PushRequirement_MORE_OR_EQUAL,PushRequirement_EVEN,PushRequirement_UNEVEN,Victory_YOUR_COLOR,Victory_ANY_THREE,Victory_ONE_OF_EACH,Victory_PUSH_OUT,total_games,player0_wins,player0_win_rate
1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,18,7,0.3888888888888889
1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,36,14,0.3888888888888889
1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,36,14,0.3888888888888889
1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,18,7,0.3888888888888889
1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,36,14,0.3888888888888889
1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,18,7,0.3888888888888889
1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,36,14,0.3888888888888889
1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,18,7,0.3888888888888889
1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,18,7,0.3888888888888889
1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,18,7,0.3888888888888889
1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,18,7,0.3888888888888889
1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,18,7,0.3888888888888889
1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,42,16,0.38095238095238093
1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,42,16,0.38095238095238093
1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,42,16,0.38095238095238093
1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,24,9,0.375
1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,24,9,0.375
1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,24,9,0.375
1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,24,9,0.375
1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,24,9,0.375
1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,24,9,0.375
1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,60,22,0.36666666666666664
1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,30,11,0.36666666666666664
1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,30,11,0.36666666666666664
1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,30,11,0.36666666666666664
1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,30,11,0.36666666666666664
1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,30,11,0.36666666666666664
1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,30,11,0.36666666666666664
1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,30,11,0.36666666666666664
1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,36,13,0.3611111111111111
1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,42,15,0.35714285714285715
1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,48,17,0.3541666666666667
1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,18,6,0.3333333333333333
1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,12,4,0.3333333333333333
1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,18,6,0.3333333333333333
1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,24,8,0.3333333333333333
1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,18,6,0.3333333333333333
1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,6,2,0.3333333333333333
1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,30,10,0.3333333333333333
1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,12,4,0.3333333333333333
1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,48,16,0.3333333333333333
1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,42,14,0.3333333333333333
1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,30,10,0.3333333333333333
1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,24,8,0.3333333333333333
1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,12,4,0.3333333333333333
1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,6,2,0.3333333333333333
1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,36,12,0.3333333333333333
1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,18,6,0.3333333333333333
1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,18,6,0.3333333333333333
1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,24,8,0.3333333333333333
1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,18,6,0.3333333333333333
1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,12,4,0.3333333333333333
1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,12,4,0.3333333333333333
1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,12,4,0.3333333333333333
1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,36,12,0.3333333333333333
1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,30,9,0.3
1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,30,9,0.3
1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,24,7,0.2916666666666667
1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,24,7,0.2916666666666667
1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,42,12,0.2857142857142857
1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,18,5,0.2777777777777778
1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,18,5,0.2777777777777778
1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,30,8,0.26666666666666666
1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,30,8,0.26666666666666666
1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,24,6,0.25
1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,24,6,0.25
1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,36,9,0.25
1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,24,6,0.25
1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,12,3,0.25
1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,12,3,0.25
1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,30,7,0.23333333333333334
1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,36,8,0.2222222222222222
1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,24,5,0.20833333333333334
1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,24,5,0.20833333333333334
1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,24,4,0.16666666666666666
1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,12,2,0.16666666666666666
1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,12,2,0.16666666666666666
1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,6,1,0.16666666666666666
